userName,content,Classification,Confidence
Michel Chevalier,"I wouldn't be without Any.do. Great app. I use it constantly. Sept. 30, 2020 Premium user for several years now...still love the app! I recently contacted support re getting the 'Focus' capability added to my Any.do phone app and the response was very fast and crisp. Thanks guys!",Positive,0.995
Donovan Plunkett,"Just awesome, love the app",Positive,1
SNEHAL THACKER,"Best ever productivity tool ever used. I have used so many apps, but this app is best of all.",Positive,0.993
Neeraj Dixit,V usefull app i love it v much I use it daily work good app world's best note app?i m very happy with it?,Positive,0.997
Chrismer Gatacelo,Good,Positive,0.983
Smriti Bhat,Love it. So much love for the developers that have done a stellar job with regards to UI and functionality!,Positive,0.994
Intan Shafinaz,Great apps,Positive,0.979
Mattz Fdauz,Love it,Positive,0.989
Shane Gettle,Very helpful. And easy to use love it,Positive,1
Tolu Jawando,Awesome app,Positive,0.993
Md Obydullah,So Nice,Positive,0.908
Mercedes Gil,Best organisation app ever,Positive,0.838
Altaf Mayat,Good app,Positive,0.979
Jana Ahmed,Actually it managed my time successfully and I suggest everyone to use it it's very easy in using as well as it has too much benefits ????,Positive,0.981
Shawn Harrington VideoandPhotography,"Love this app, it keep me so organized and help me keep track of my everyday activities",Positive,0.992
Melissa Chong,"Upgraded to the paid version and really loving it. Seemless, easy and fun maneuver whilst assisting me to keep everything organised.",Positive,0.999
Rui Lopes,Love the shopping list integration,Positive,0.882
Thura Koko,Take note,Neutral,0.579
Garyaqaan Barre,Ok,Neutral,0.782
Sanjeev Kumar,Really Helpful,Positive,0.973
gabriel molnar,Useful app,Positive,0.969
RAHUL NAYAY,Rahul Nayak,Neutral,0.849
ea fjoseph,This app is the best indeed,Positive,0.988
Fatah Ali,Perfect so far ?,Positive,0.957
Sina Poursoltan,Usefull,Positive,0.915
Julie D,I've used a lot of task lists and this one is my favorite. It is so flexible and I can use it for all areas in my life.,Positive,0.994
Alex OneXox,Awesome,Positive,0.969
Shelli Andrews,Reminder isnt part of standard app. Needs upgrade,Neutral,0.521
Andrea Salisbury,Reminders are a premium feature you have to pay for. This should be basic.,Positive,0.757
Saksham Khurana,"Using this app for atleast 5+ yrs and suddenly the team choose to make reminders a paid feature !! I mean if you are so desperate atleast set a small amount for reminders but that's unacceptable to pay full premium for such a small feature which was the basic thing since the start. Goodbye Todoist Edit (after reply): So you mean, me & every other person who is complaining are all wrong. Reminders were never premium until some time ago. I was using that for more than 5 yrs on free plan. Have courtesy to not lie atleast :(",Negative,0.9
Brad Stanley,"I was recently diagnosed with inattentive adhd and was hoping this app would be an answered prayer for help managing the symptoms, but nothing has changed with reminders since my last attempt at using this. Come on Todoist! Reminders should never be a ""Premium Feature"" in a task management app!!!",Negative,0.999
Mckynzie Gates,I was super happy to download this app but that I soon realized that you have to pay for an alarm so that you get notified for your to-do list,Negative,0.989
Mohammed Fathy,"I would give todoist more than five stars; However, you keep ignoring users for enabling them to show completed tasks by default is just irresponsible, please add an option to always show completed tasks!",Negative,0.692
Sakshi Baweja,Not good,Negative,0.905
fabio floripa,"Horrible, most of it you have to pay. Even to put a simple reminder.",Negative,0.995
Rwoo,Why do I have to create an account and sign in for a simple to do app? Hella sus,Negative,0.993
Dhan Raj Chhetri,No reminder options for free version of this app. How can one purchase without having the opportunity basic experience of what such app is really needed for. My alarm clock would be better than this app. Sorry I don't recommend.,Negative,1
Kamil Cynk,Lack of reminder in free version,Negative,0.563
Raneen Hussein,I don't liked becous it is not have the time in my tasks day ???????,Positive,0.603
Pranav Arora,I will increase one star each day it will help me achieve my goals.,Positive,0.824
Taylor Belitz,"Developer holds notifications as ransom for a monthly payment. Would be acceptable for a small membership fee, but I have to pay for all of premium just to get notifications, the whole point of a to-do app? No thanks.",Negative,0.939
Martin Butt,"Constantly buggy. I've used this app for five years, and they are always pushing bad releases. Right now there is a crash expanding lists, which would have been found with some quick testing. Several years ago I filed a ticket for a big where it jumbles up sublists. Every few months I check in and out still isn't fixed. The web app is not letting you expand sections. The windows app was scrambling the order for months. They must do zero quality control.",Negative,0.995
Mayank Pandey,Why is alarm feature premium? It's the most basic utility someone expects from a to-do app.,Negative,0.7
Michael Banning,"PROBLEM WITH NEW UPDATE. Since the latest update, the app keeps crashing everytime I try to expand a task's subtasks using the built in ""down arrow"" button on the right side of the screen. PLEASE FIX.",Negative,0.907
Ronald Melia,"12 hours, just 12 hours I had this app. Received 6 emails for todoist. Why do you think it is acceptable to bombard me with email? On top of the email issue, to make any real use of this app you have to sign up for the premium service. Wont be coming back. Uninstalled and you been added to my junk email list. Pathetic!",Negative,1
cxdghostXx Xx,Doesnt Nofication me,Neutral,0.587
L Brusseaux,"Cant use it if notifications dont work. Wont pay if I cant full feature test.....lets take this Corolla for a test drive, we can pretend its the Supra you imagine it might be... but first pay us to find out where you were just imagining vs how it really works....lol. Too bad, genuinely need a good working product.No thanks, it always requires mindless divulging of my banking info, you cant have that, if you have a product you trust let me see it,if I like it,you can have my banking info. Lol",Negative,0.91
Kiran Dhage,"For getting something basic of having reminder is a premium feature in this app, which does not make any sense to a reminder app",Negative,0.972
Deniz Dn.,"Very simple check list application, if you don't pay no teminders, no comments, nothing. Also there's no even taking simple notes stuffs. Just checklist and and sub task. If you want very basic, use it but tick tick ist best one. Sorry guys. It's reality",Negative,0.83
Joe Botrous,"I like the concept but it is very complicated, specially entering recurring tasks or editing.",Negative,0.932
OM GAmes2.0,"Really ,push notifications and notifications in general as a premium feature in a to do app....i know you need to make some buck out of this masterpiece, but did you really had to restrict the feature people use to do list apps for.",Negative,0.9
ghia racaza,"cant use for reminders so what, good is this app for?",Neutral,0.628
George Kokoras,Requires sign in. Lol no.,Negative,0.749
Johanne Parsons,"On free version can't even set a specify time for a task (can only set a date), nor set a reminder. What's the point of a to do list app without these functions? Uninstalled.",Negative,0.995
Yugal Kishore,"Need to pay $36 for gerring reminders, the most basic feature of a to-do app. It's like ordering the most expensive gourmet dish at a 5 star hotel and then the hotelier asking for additional money to add salt to the food. LOL. Better to use Microsoft to do and lot of others!",Negative,0.678
Geeky Noob,This app is a joke They want you to pay for simple feature like reminder whats the purpose of free app then make it all paid,Negative,0.666
Anubhav Sharma,No reminder alert for free version.,Negative,0.569
debasish patra,Why the heck do i need to log in with my credentials for this app.. what dev.. you guys think i need to keep a record of what tasks i completed earlier in life and i will be very happy to do that. Ridiculous.. uninstalled.. just needed a to do list app as simple as that.,Negative,0.987
Barry Kramer,? notifications $,Neutral,0.673
Sarah Carvellas,"Not intuitive. I swear items have disappeared. If you want to see what you have already done, you have to pay for premium. No thanks. Back to using Keep.",Negative,0.996
pratheep kumar,Not so great app apart from its natural language input. Only recently added kanban view but lacks any basic requirements like reminders in the free version. Also the android widget hangs almost always. Never gets updated.,Negative,0.955
Imran Main,Very bad app does not work,Negative,0.994
Leon Botha,"Via Google assistant, not good. I get the feeling from the current reviews that people are using the app and not Google Assistant. My first experience via Google Assistant has been horrible to say the least. The voice assistant in this app he's badly programmed and kept on misunderstanding what I was trying to do as simple as create a task, complete a task, read task list. It was very difficult to know when to talk as the voice just kept continuing so one had to wait until it completes.",Negative,0.998
Yudhish Condoor,"I didn't get even the access to add lables and reminder which done for free by many others. I look forward for doist to include at least lables and reminders with the free plan. I really loved but without the mentioned features in the free plan, I don't want to make it my to do list app.",Negative,0.985
anurag srivastava,All functionality comes with premium account only... Shud have more flexibility for those who are looking for free version,Positive,0.8
Stephen Sherk,"Good design but when you uncheck items on a list it doesn't put them back into their original order, making it pretty much useless.",Negative,0.975
Herbert,"Reminders are a PREMIUM feature for some ungodly reason. They are a must for a todo app, what's point of writing it down if you keep FORGETTING it?!",Positive,0.564
Martyn Smith,Data-mining rubbish,Negative,0.793
John Healty Christian,"It is reliable. The app itself is great. I give one star for the price only. Condering my phone have ""reminder"" app that is free and built in. This app is really just ""burning"" my money. Thanks but no thanks.",Negative,0.951
Elise in the Attic,Downloaded the app and added a bunch of items and a couple of categories. Opened it back up a few hours later and everything is gone.,Negative,0.918
Pete Pizzati,ridiculously complicated,Negative,0.918
Mordechai Jonez,Spam,Neutral,0.854
?????? ?????,"For sure, this app is good enough, but! After a year of usage they added reminder feature to a premium access. Without reminders your app is useless. Thanks a lot. Even comments went to premium. Completely useless app.",Negative,0.997
Keith Fischer,This app does not work on my smartwatch. I am not able to log in.,Negative,0.982
David Thrift,"Starting out this app was ok, but then I started noticing how limited this is for the free version. Only 10 projects, and where did my completed tasks go? Those should not disappear until I manually delete them. A week into using this, and the workflow I was beginning to establish has been interrupted because my completed tasks are no longer showing up. These are recurring tasks I do daily. I don't know if this is normal for this app unless a task is specifically set for ""daily"", but it's lame!",Negative,0.972
Ritu K,"Extremely complicated to use. can't understand a thing. good app, but it needs a whole tutorial because it does so much",Negative,0.985
Telliax,"Keeps spamming your email (even after you uninstall the app) with marketing emails. No, I don't want your app, I did not like it, I did not subscribe to you email subscriptions, get lost",Negative,0.974
